"September" "October" "November" "December" "January" "February" "March" "April" "May" "June" "July" "August"
1717.26812938212 2124.44901510593 1593.66385854739 1427.61753315045 913.246198557621 937.058550269867 619.850756748929 694.81297958464 581.734347226889 665.740470087234 892.594619826841 998.494319493656
2370.37005732857 2593.18723299678 1858.60357409839 1487.11486659528 964.172641562678 1096.34794941315 843.446739423102 825.88518893388 838.626109078146 980.250503000811 1211.59310668125 1392.67859042782
4754.22076992292 4019.29457535869 2605.51963081785 1801.37798014305 1001.61192165616 1123.01156087545 753.23004902655 758.962898439555 908.233923996185 1370.10203415345 2340.55499633121 2058.14660746012
2558.77340041424 2777.34294357346 2000.5152516874 1687.71735430672 1133.13814030733 1178.64208018941 837.808859171232 831.271932990597 858.873991119172 1079.50119465412 1476.33319474418 1478.48776740435
2957.13279303468 3046.89460231381 2148.01048780222 1781.63072272259 1162.4458903221 1215.90590101196 855.728078008507 866.215621537115 927.808401304102 1219.51820417131 1770.78605990096 1641.76308853175
4773.05793895717 4728.53421792172 3349.86629297041 2517.3989687949 1545.28737658316 1766.71803567388 1318.72915174043 1270.23259428343 1421.87367420493 1709.35048448985 2313.81942617101 2457.7248350485
2685.92354189476 2849.39812806811 2099.01286701082 1721.79946893198 1200.63932136781 1277.57527822947 996.289534262224 931.19519118462 963.922756173095 1202.42459428264 1660.75668387432 1725.22475857857
2903.19093982308 3625.15854741238 2338.94154417454 1492.53033879006 934.675308204206 1106.96153708404 806.841040686007 629.829206834762 712.934384399339 951.846199959144 1248.98911987333 1564.34677476224
2327.06428927534 2385.04839804417 1713.82899860686 1516.97936337022 984.376505257623 1074.03263460056 913.673260877954 1034.18032349804 1139.65081659551 1380.04274617257 1848.80521227031 1532.60821471188
3027.01433557213 2956.21540197875 2016.42204295397 1595.76212510114 939.88414355441 992.895191600715 633.738718198218 670.904687409617 686.844632130037 978.339071416269 1577.85465340531 1484.31944209027
2347.55478838194 2470.80420958299 1892.09412209459 1688.38971458714 1183.36855888603 1278.04102106456 1054.35364281121 1167.39926921464 1137.4405714136 1254.59425476448 1491.52592477215 1470.81042669895
2546.26130101807 2870.24725514264 2245.71000226951 1831.2301092112 1404.7898344957 1445.21478816713 1119.8915853343 886.065673892517 872.896655114248 1142.74014027125 1643.8288663664 1903.20533559614
2962.27197352496 3335.63010203857 2557.41626085237 2216.07084349082 1634.45170292705 1630.13388421841 1192.55348815485 1072.11330888609 974.934880619172 1129.19918417733 1391.60182537338 1754.14183504151
