run, p_{inf}, M_{inf}, gamma, r1, r2, r3, r4, p_{st}, q_{st}
2.989000e+03, 2.066235e+01, 1.425673e+01, 1.126064e-03, -4.550073e-02, -8.869669e-02, -1.673578e-02, 9.549981e-02, 5.549361e+03, 2.155785e+05
2.990000e+03, 1.660934e+01, 1.648848e+01, 1.047846e-03, 3.541700e-02, 7.315671e-03, -1.911920e-01, -1.036759e-01, 5.972831e+03, 2.780053e+05
2.991000e+03, 2.059654e+01, 1.633228e+01, 1.557072e-03, 5.684333e-02, -2.024186e-01, -2.160413e-01, -3.372694e-03, 7.268199e+03, 3.151505e+05
2.992000e+03, 1.664887e+01, 1.673813e+01, 1.438700e-03, -2.613191e-02, -5.972467e-02, 8.034933e-02, 5.045914e-03, 6.193897e+03, 2.936363e+05
2.993000e+03, 1.754252e+01, 1.504292e+01, 1.666126e-03, 9.357758e-03, 1.115804e-01, -1.351957e-01, -7.962355e-02, 5.241297e+03, 2.259394e+05
2.994000e+03, 2.321596e+01, 1.608410e+01, 1.372452e-03, -2.577548e-02, 2.702167e-02, 7.755148e-02, -9.544321e-02, 7.937333e+03, 3.033833e+05
2.995000e+03, 2.119443e+01, 1.373694e+01, 1.457114e-03, 4.853811e-02, 8.581355e-02, -1.945036e-01, -1.067909e-02, 5.281961e+03, 1.939771e+05
2.996000e+03, 2.241694e+01, 1.407413e+01, 1.146834e-03, 2.071217e-01, 5.394273e-02, 2.163444e-01, -5.021940e-03, 5.893757e+03, 2.443233e+05
2.997000e+03, 1.639151e+01, 1.525407e+01, 1.398073e-03, 1.036617e-01, -7.002013e-02, -1.588241e-01, -1.236993e-01, 5.037555e+03, 2.240943e+05
2.998000e+03, 2.052664e+01, 1.501796e+01, 1.806911e-03, 2.273642e-01, -2.193623e-02, 9.378115e-02, 2.221774e-01, 6.142193e+03, 2.652316e+05
2.999000e+03, 1.788085e+01, 1.450140e+01, 1.902413e-03, 6.260169e-02, -2.729980e-02, 7.191568e-02, -1.075020e-01, 4.994729e+03, 2.569758e+05
3.000000e+03, 2.000113e+01, 1.502315e+01, 1.282374e-03, 1.881807e-01, 1.964259e-03, -9.552083e-03, 3.473773e-02, 5.982414e+03, 2.511526e+05
3.001000e+03, 2.041203e+01, 1.590354e+01, 1.374368e-03, 3.339921e-02, 1.811557e-01, -1.753679e-02, -4.437201e-02, 6.883429e+03, 3.720440e+05
3.002000e+03, 2.306871e+01, 1.373240e+01, 1.908070e-03, 2.525053e-01, 1.694565e-01, 7.909116e-02, 2.778275e-02, 5.747218e+03, 2.021517e+05
3.003000e+03, 1.800807e+01, 1.539282e+01, 1.637691e-03, 3.182639e-01, 1.105724e-01, 6.177611e-02, 4.404164e-02, 5.673555e+03, 2.845322e+05
3.004000e+03, 1.740189e+01, 1.697606e+01, 1.868295e-03, -5.929802e-02, -1.107160e-01, 7.390184e-02, 4.005745e-02, 6.676972e+03, 3.367762e+05
3.005000e+03, 1.804015e+01, 1.694524e+01, 1.305141e-03, -7.167897e-02, 1.959441e-01, -2.174554e-02, -2.589947e-02, 6.893158e+03, 3.257693e+05
3.006000e+03, 1.747945e+01, 1.657743e+01, 1.163017e-03, -1.293582e-02, -1.996894e-01, -3.750800e-02, 2.396221e-01, 6.356362e+03, 2.638548e+05
3.007000e+03, 1.763034e+01, 1.490299e+01, 1.774616e-03, -2.321871e-02, 4.412970e-02, 3.568426e-03, -2.604634e-02, 5.180065e+03, 2.416203e+05
3.008000e+03, 1.953638e+01, 1.636628e+01, 1.053830e-03, -1.407524e-01, -3.403331e-03, 3.726315e-02, 1.715196e-01, 6.898212e+03, 2.433753e+05
3.009000e+03, 2.046108e+01, 1.523679e+01, 1.232556e-03, -3.929740e-02, -2.485050e-02, 5.635788e-02, 1.381381e-01, 6.307696e+03, 2.709114e+05
3.010000e+03, 2.090820e+01, 1.600723e+01, 1.849358e-03, 5.947819e-02, -1.482572e-01, -5.344391e-02, -9.111435e-02, 7.147496e+03, 4.053829e+05
3.011000e+03, 1.830246e+01, 1.457652e+01, 1.397794e-03, 5.324359e-02, 9.385078e-02, -4.020640e-02, -9.611226e-03, 5.156123e+03, 2.482153e+05
3.012000e+03, 2.092412e+01, 1.520841e+01, 1.029991e-03, -1.106049e-01, -7.354610e-02, -1.361709e-01, 1.038703e-01, 6.413817e+03, 2.604444e+05
3.013000e+03, 1.809471e+01, 1.576927e+01, 1.516826e-03, 3.903886e-02, 1.661399e-02, -1.405336e-03, 2.603674e-01, 5.987949e+03, 3.210778e+05
3.014000e+03, 2.148921e+01, 1.584618e+01, 1.854299e-03, -8.219934e-02, 2.670616e-02, -1.668488e-01, -2.125681e-01, 7.177124e+03, 3.633834e+05
3.015000e+03, 2.168281e+01, 1.473353e+01, 1.668644e-03, 9.344883e-02, 2.938782e-02, -6.215349e-02, 8.536616e-02, 6.220845e+03, 2.436665e+05
3.016000e+03, 2.119347e+01, 1.578103e+01, 1.214115e-03, -2.137856e-02, -2.241056e-02, 4.505269e-03, -2.358736e-01, 7.031620e+03, 3.547136e+05
3.017000e+03, 1.946789e+01, 1.727556e+01, 1.953683e-03, -1.971548e-01, -1.411686e-01, -7.146925e-02, -6.210398e-02, 7.751150e+03, 3.944004e+05
3.018000e+03, 2.288705e+01, 1.472535e+01, 1.466624e-03, 3.977201e-02, -3.187686e-02, 1.055175e-01, -5.742039e-02, 6.553291e+03, 2.324689e+05
3.019000e+03, 1.772484e+01, 1.726168e+01, 1.648756e-03, 8.633685e-02, 2.555927e-02, 1.927396e-01, -2.083840e-02, 7.031324e+03, 3.553002e+05
3.020000e+03, 2.283961e+01, 1.665933e+01, 1.203613e-03, -3.836728e-03, -8.157281e-02, 1.136427e-01, 2.836772e-02, 8.436568e+03, 3.521543e+05
3.021000e+03, 1.675895e+01, 1.713786e+01, 1.924606e-03, 1.662240e-01, 1.163676e-01, -8.228220e-02, -1.116654e-01, 6.553375e+03, 3.426139e+05
3.022000e+03, 1.882603e+01, 1.556319e+01, 1.160248e-03, 4.903279e-02, -1.245638e-01, -1.001213e-01, 2.338379e-01, 6.063510e+03, 2.863393e+05
3.023000e+03, 1.771596e+01, 1.689524e+01, 1.759245e-03, -1.458744e-01, 1.627091e-01, 5.759192e-02, -1.457377e-01, 6.726462e+03, 3.284335e+05
3.024000e+03, 1.747159e+01, 1.651343e+01, 1.545308e-03, -1.042005e-01, 1.190008e-01, 1.444388e-01, 7.431349e-02, 6.319389e+03, 2.871628e+05
3.025000e+03, 1.916516e+01, 1.678434e+01, 1.429421e-03, 3.123402e-02, -9.689529e-02, 1.512329e-01, 1.670097e-01, 7.191412e+03, 3.374640e+05
3.026000e+03, 2.424636e+01, 1.633750e+01, 1.662985e-03, -8.739321e-02, -1.071309e-02, -2.061200e-03, 1.876950e-02, 8.568459e+03, 3.216726e+05
3.027000e+03, 2.042433e+01, 1.519159e+01, 1.555133e-03, 2.155204e-02, -3.280189e-02, -3.661566e-02, -1.152319e-01, 6.250154e+03, 2.682103e+05
3.028000e+03, 2.143820e+01, 1.561908e+01, 1.294219e-03, 2.044670e-01, -1.715260e-01, 4.803246e-02, 1.647181e-02, 6.954951e+03, 3.313991e+05
3.029000e+03, 1.974168e+01, 1.433501e+01, 1.021167e-03, -2.699827e-02, 1.310050e-01, 8.288866e-02, 1.926635e-02, 5.386502e+03, 2.463988e+05
3.030000e+03, 2.202118e+01, 1.463023e+01, 1.289495e-03, -3.790572e-02, 1.136989e-01, -5.831347e-03, 8.545270e-03, 6.237591e+03, 2.502384e+05
3.031000e+03, 2.059981e+01, 1.393202e+01, 1.199262e-03, 1.014747e-01, 1.911833e-01, 9.460324e-02, 2.585924e-02, 5.268524e+03, 1.804294e+05
3.032000e+03, 1.998775e+01, 1.500060e+01, 1.815145e-03, 3.300764e-02, -5.018121e-02, -2.427342e-02, -1.535080e-01, 5.943208e+03, 2.411146e+05
3.033000e+03, 1.699729e+01, 1.497347e+01, 1.729399e-03, 9.217059e-03, -2.149772e-02, -2.852375e-03, -4.980905e-03, 5.040762e+03, 2.390191e+05
3.034000e+03, 2.285882e+01, 1.421624e+01, 1.360277e-03, 4.666807e-02, 4.705641e-02, 1.564554e-01, 8.728819e-02, 6.130854e+03, 2.568103e+05
3.035000e+03, 2.239464e+01, 1.552896e+01, 1.163268e-03, 7.294963e-02, -1.113762e-01, 2.388346e-02, -2.006100e-02, 7.172556e+03, 3.104447e+05
3.036000e+03, 1.885725e+01, 1.571931e+01, 1.110977e-03, -1.185363e-01, 5.411662e-02, -5.851562e-02, 5.182162e-02, 6.188273e+03, 2.932043e+05
3.037000e+03, 1.782746e+01, 1.583168e+01, 1.713476e-03, -2.708065e-01, -1.992362e-01, -2.174216e-01, 1.370879e-02, 5.940463e+03, 3.021961e+05
3.038000e+03, 2.364209e+01, 1.706252e+01, 1.227661e-03, -9.391466e-02, 1.390439e-01, 3.413161e-02, 5.252252e-03, 9.172888e+03, 3.991693e+05
3.039000e+03, 2.064619e+01, 1.629033e+01, 1.303072e-03, -1.268823e-01, -1.793028e-01, -6.392915e-02, 1.146285e-01, 7.241843e+03, 2.931106e+05
3.040000e+03, 1.755847e+01, 1.608567e+01, 1.755028e-03, 2.110991e-01, -7.097917e-02, -2.653748e-02, -2.269620e-01, 6.061033e+03, 3.724627e+05
3.041000e+03, 1.698983e+01, 1.627207e+01, 1.768280e-03, -3.912964e-02, -4.852447e-02, -2.599051e-02, 1.105500e-01, 5.953563e+03, 2.900621e+05
3.042000e+03, 1.894290e+01, 1.514250e+01, 1.451089e-03, -1.840655e-01, -4.330933e-02, 2.286915e-02, -1.019998e-02, 5.750134e+03, 2.467501e+05
3.043000e+03, 2.317173e+01, 1.591002e+01, 1.355156e-03, -2.164012e-01, 1.539274e-01, -3.341808e-02, 1.213028e-01, 7.781506e+03, 3.363559e+05
3.044000e+03, 1.824037e+01, 1.450868e+01, 1.308002e-03, -2.145081e-02, -2.126312e-02, -1.260232e-01, -9.237036e-02, 5.075394e+03, 2.230452e+05
3.045000e+03, 2.162660e+01, 1.719984e+01, 1.887763e-03, -4.175111e-02, -8.042310e-02, -1.647852e-01, -1.860655e-02, 8.535937e+03, 4.126817e+05
3.046000e+03, 2.302854e+01, 1.707708e+01, 1.703457e-03, -1.567433e-01, -5.563628e-03, 2.266339e-01, 1.499227e-02, 8.937276e+03, 4.049333e+05
3.047000e+03, 2.140164e+01, 1.384395e+01, 1.161076e-03, 1.112157e-01, 9.238843e-02, 2.474800e-01, 1.330256e-01, 5.419997e+03, 1.956752e+05
3.048000e+03, 1.970607e+01, 1.509214e+01, 1.897018e-03, -1.775021e-01, 7.794223e-02, 1.044628e-01, -6.220078e-02, 5.950662e+03, 2.618170e+05
3.049000e+03, 2.236344e+01, 1.694243e+01, 1.516474e-03, -1.103833e-01, -1.549031e-01, 1.388410e-01, 1.440295e-01, 8.563032e+03, 3.927433e+05
3.050000e+03, 2.219396e+01, 1.566494e+01, 1.626181e-03, 5.472793e-02, -1.288274e-01, 4.204935e-02, -3.686169e-02, 7.248373e+03, 3.551379e+05
3.051000e+03, 2.206770e+01, 1.404313e+01, 1.299207e-03, -3.656299e-02, -1.474868e-01, 2.041579e-02, 1.341083e-01, 5.759597e+03, 2.207817e+05
3.052000e+03, 2.214457e+01, 1.423472e+01, 1.144607e-03, -1.298903e-01, 2.110506e-01, 6.513839e-02, 2.651633e-02, 5.954618e+03, 2.523801e+05
3.053000e+03, 1.786843e+01, 1.420880e+01, 1.362605e-03, -2.190806e-01, -1.327795e-01, 8.613501e-02, 5.874310e-02, 4.760739e+03, 1.974293e+05
3.054000e+03, 2.126211e+01, 1.626566e+01, 1.376295e-03, -1.561103e-01, 6.009849e-02, -6.205880e-02, 4.473052e-02, 7.431574e+03, 2.925468e+05
3.055000e+03, 1.975358e+01, 1.640667e+01, 1.473720e-03, -1.150515e-01, -2.192736e-01, -5.417911e-02, 2.368418e-02, 7.021344e+03, 2.820279e+05
3.056000e+03, 2.358051e+01, 1.446987e+01, 1.567435e-03, -1.508989e-01, 9.741006e-02, -6.313710e-02, -5.153020e-02, 6.544970e+03, 2.739868e+05
3.057000e+03, 1.706295e+01, 1.705001e+01, 1.180116e-03, 8.098549e-03, 5.988431e-02, -6.717248e-02, -2.070641e-02, 6.599568e+03, 3.157469e+05
3.058000e+03, 1.851922e+01, 1.687982e+01, 1.213766e-03, -1.173147e-01, 4.549353e-02, 1.249503e-02, -2.327598e-01, 7.015112e+03, 3.181778e+05
3.059000e+03, 1.719316e+01, 1.459432e+01, 1.422364e-03, -1.441990e-01, 3.134746e-01, -1.707948e-02, -7.626644e-02, 4.851061e+03, 2.358168e+05
3.060000e+03, 2.177120e+01, 1.379871e+01, 1.847585e-03, -1.566852e-01, -1.479973e-01, -9.268477e-02, -6.641329e-02, 5.437269e+03, 1.748345e+05
3.061000e+03, 1.766291e+01, 1.535255e+01, 1.846596e-03, 4.367569e-02, 4.469822e-02, 6.098210e-02, -1.794879e-01, 5.527755e+03, 2.688978e+05
3.062000e+03, 2.113391e+01, 1.506326e+01, 1.418128e-03, 6.893586e-02, 7.728746e-02, -1.267685e-01, -1.178043e-02, 6.354994e+03, 2.632476e+05
3.063000e+03, 2.148517e+01, 1.665492e+01, 1.784377e-03, 1.401501e-02, -1.675041e-01, -6.724745e-02, 9.686514e-02, 7.918332e+03, 3.437379e+05
3.064000e+03, 1.951989e+01, 1.403443e+01, 1.908414e-03, -1.413170e-02, 2.929408e-02, 4.656681e-02, 1.895882e-02, 5.088985e+03, 2.148537e+05
3.065000e+03, 2.381506e+01, 1.513106e+01, 1.631284e-03, 1.338939e-01, -4.208500e-02, -5.089596e-04, -1.129798e-01, 7.242373e+03, 2.978538e+05
3.066000e+03, 2.136436e+01, 1.554882e+01, 1.404726e-03, 1.306429e-01, 5.908576e-02, -1.539940e-01, -1.242864e-01, 6.866758e+03, 3.158509e+05
3.067000e+03, 1.936342e+01, 1.445774e+01, 1.017855e-03, 2.980301e-02, 7.092651e-02, -7.768141e-02, 8.679102e-02, 5.373261e+03, 2.517775e+05
3.068000e+03, 1.705140e+01, 1.544908e+01, 1.555397e-03, 8.747882e-03, 7.515526e-02, 1.071807e-02, -1.682513e-02, 5.406256e+03, 2.672610e+05
3.069000e+03, 2.067611e+01, 1.461062e+01, 1.910059e-03, 1.205402e-01, 1.050179e-01, 8.617193e-02, -1.026390e-01, 5.836760e+03, 2.400632e+05
3.070000e+03, 2.093550e+01, 1.561379e+01, 1.845409e-03, 1.537979e-01, 4.868105e-02, 8.154470e-02, 1.200618e-01, 6.800952e+03, 3.570420e+05
3.071000e+03, 1.684559e+01, 1.507982e+01, 1.950075e-03, 3.346074e-02, 8.342954e-04, -1.173718e-01, -2.741339e-02, 5.061879e+03, 2.356918e+05
3.072000e+03, 1.832914e+01, 1.386318e+01, 1.443670e-03, -1.232860e-02, 2.268597e-01, 6.497564e-02, -5.821797e-02, 4.660993e+03, 1.933062e+05
3.073000e+03, 1.842650e+01, 1.439866e+01, 1.379756e-03, -5.867405e-02, 7.224432e-02, -3.073499e-01, 1.526675e-01, 5.038685e+03, 2.042461e+05
3.074000e+03, 2.244195e+01, 1.724267e+01, 1.127561e-03, 8.538041e-02, 7.767927e-03, -1.807241e-03, -1.250449e-01, 8.885855e+03, 3.890677e+05
3.075000e+03, 1.992973e+01, 1.722893e+01, 1.277597e-03, 5.397118e-02, 5.058301e-02, -1.246956e-02, 2.976205e-02, 7.884918e+03, 3.713913e+05
3.076000e+03, 1.981208e+01, 1.416856e+01, 1.211087e-03, 8.293651e-02, -1.262206e-01, -6.932334e-02, -1.006442e-01, 5.267460e+03, 2.244775e+05
3.077000e+03, 2.027906e+01, 1.378551e+01, 1.544844e-03, 1.239869e-01, 3.510853e-02, -1.927038e-01, -9.742974e-02, 5.092130e+03, 1.957371e+05
3.078000e+03, 2.275859e+01, 1.657645e+01, 1.240401e-03, -2.735951e-01, 1.205404e-01, -1.618510e-02, 8.306412e-02, 8.312046e+03, 3.399617e+05
3.079000e+03, 2.046274e+01, 1.568273e+01, 1.180803e-03, -9.567301e-02, -1.039233e-01, 1.846359e-01, 2.726662e-02, 6.706079e+03, 3.391751e+05
3.080000e+03, 1.961479e+01, 1.515221e+01, 1.190873e-03, 4.760254e-02, 1.323053e-01, -6.810582e-02, -1.482807e-01, 5.971131e+03, 2.563162e+05
3.081000e+03, 1.935286e+01, 1.619361e+01, 1.437491e-03, 2.288354e-02, 4.596804e-02, -7.372971e-02, -7.073557e-02, 6.718917e+03, 3.044222e+05
3.082000e+03, 2.160309e+01, 1.405215e+01, 1.009281e-03, -5.704866e-02, -1.040098e-01, -4.190171e-02, 1.444354e-01, 5.643961e+03, 2.152591e+05
3.083000e+03, 1.820207e+01, 1.689207e+01, 1.850115e-03, -4.290959e-02, -6.186318e-02, 1.369157e-03, 9.388717e-02, 6.909085e+03, 3.336599e+05
3.084000e+03, 1.961729e+01, 1.453777e+01, 1.842883e-03, -9.580999e-02, 8.006330e-02, -1.371535e-01, -6.688507e-02, 5.504133e+03, 2.678591e+05
3.085000e+03, 2.344362e+01, 1.555676e+01, 1.476753e-03, -1.180410e-01, 1.052038e-01, -2.865827e-02, 1.434026e-01, 7.538577e+03, 3.394616e+05
3.086000e+03, 2.171750e+01, 1.532786e+01, 1.645915e-03, 1.565988e-02, -1.820559e-01, -7.654128e-02, -6.041045e-02, 6.773460e+03, 2.911218e+05
3.087000e+03, 2.347928e+01, 1.432075e+01, 1.577293e-03, 5.920496e-02, 1.167920e-01, 4.343410e-02, 7.058040e-02, 6.381814e+03, 2.615562e+05
3.088000e+03, 2.125619e+01, 1.467675e+01, 1.622295e-03, 1.854156e-01, -1.635105e-02, 1.430496e-01, 1.129375e-02, 6.046003e+03, 2.243311e+05
3.089000e+03, 2.196590e+01, 1.553734e+01, 1.205999e-03, 5.076715e-03, 2.006275e-03, -6.050512e-02, -4.797908e-02, 7.048189e+03, 3.120996e+05
3.090000e+03, 1.746968e+01, 1.650749e+01, 1.231635e-03, 8.947142e-02, 4.570447e-02, -6.090839e-03, 5.429824e-02, 6.278309e+03, 2.424782e+05
3.091000e+03, 1.653868e+01, 1.524506e+01, 1.426053e-03, -9.202310e-02, -1.796501e-02, -1.226365e-01, -1.525819e-01, 5.074372e+03, 2.228339e+05
3.092000e+03, 2.140856e+01, 1.409086e+01, 1.492331e-03, 1.053678e-01, 1.927535e-01, -1.402488e-02, 2.529846e-03, 5.649510e+03, 2.543625e+05
3.093000e+03, 1.697479e+01, 1.465842e+01, 1.317534e-03, -8.730228e-02, 6.579207e-02, -7.021259e-02, -1.396559e-01, 4.844006e+03, 2.537223e+05
3.094000e+03, 1.876368e+01, 1.642983e+01, 1.419968e-03, 7.155822e-02, 7.491993e-02, 7.835684e-02, 4.961690e-03, 6.700570e+03, 2.742983e+05
3.095000e+03, 2.031536e+01, 1.553349e+01, 1.182111e-03, 1.282996e-01, -1.031747e-01, 9.408376e-02, 1.269286e-01, 6.509333e+03, 2.953998e+05
3.096000e+03, 1.792175e+01, 1.516174e+01, 1.173288e-03, -9.625815e-02, 1.326607e-02, -6.082479e-02, -1.811846e-01, 5.445693e+03, 2.298357e+05
3.097000e+03, 1.687409e+01, 1.705418e+01, 1.718183e-03, -9.663742e-02, 1.612497e-01, -1.264920e-01, 3.465520e-02, 6.528766e+03, 3.272088e+05
3.098000e+03, 1.777274e+01, 1.721311e+01, 1.003319e-03, -1.890618e-02, -2.392128e-02, 1.449058e-02, 1.573916e-01, 7.023103e+03, 3.433294e+05
3.099000e+03, 1.681877e+01, 1.616936e+01, 1.174658e-03, 1.751136e-02, -2.282046e-02, 3.742702e-02, -1.299896e-01, 5.844063e+03, 3.099772e+05
3.100000e+03, 2.403309e+01, 1.686658e+01, 1.503371e-03, -9.797285e-02, 2.205708e-02, -3.275215e-02, 4.817471e-02, 9.120196e+03, 4.053155e+05
3.101000e+03, 2.031867e+01, 1.523552e+01, 1.800747e-03, 2.737054e-02, -1.496563e-01, 5.998804e-02, 8.264390e-03, 6.258868e+03, 2.760903e+05
3.102000e+03, 1.685924e+01, 1.399545e+01, 1.584746e-03, 2.137757e-01, -1.178438e-02, 9.924051e-02, 1.220756e-01, 4.369950e+03, 1.952239e+05
3.103000e+03, 2.106585e+01, 1.702191e+01, 1.171383e-03, 1.161816e-01, 1.394227e-01, -7.078351e-03, 1.055947e-01, 8.142676e+03, 3.763766e+05
3.104000e+03, 1.986501e+01, 1.458504e+01, 1.270123e-03, -1.353470e-01, 1.375576e-01, 2.428788e-02, -2.327382e-02, 5.599487e+03, 2.514663e+05
3.105000e+03, 1.841440e+01, 1.622980e+01, 1.943591e-03, -3.456416e-02, 1.138402e-01, 1.011375e-02, -3.575055e-03, 6.414049e+03, 2.959873e+05
3.106000e+03, 2.395982e+01, 1.405927e+01, 1.193241e-03, -5.062475e-02, 1.558672e-01, -9.805620e-02, 3.850604e-02, 6.282190e+03, 2.482978e+05
3.107000e+03, 2.078120e+01, 1.636382e+01, 1.824881e-03, 1.427102e-01, 2.647352e-01, -7.953152e-03, -4.609263e-03, 7.365334e+03, 3.025391e+05
3.108000e+03, 2.174720e+01, 1.518296e+01, 1.236372e-03, 3.761611e-02, 1.160987e-01, 1.403430e-02, 4.086817e-02, 6.661482e+03, 2.829524e+05
3.109000e+03, 1.719965e+01, 1.708188e+01, 1.495101e-03, -6.307943e-02, 6.731975e-02, 4.990940e-02, -6.426765e-02, 6.689168e+03, 3.412659e+05
3.110000e+03, 2.173710e+01, 1.610339e+01, 1.506159e-03, -2.180139e-02, 3.792028e-02, -6.052967e-02, 1.232684e-01, 7.457319e+03, 3.111658e+05
3.111000e+03, 2.357156e+01, 1.711945e+01, 1.898189e-03, 5.645870e-02, -1.060890e-01, 9.441700e-02, -2.294746e-01, 9.204600e+03, 4.201463e+05
3.112000e+03, 2.080822e+01, 1.475142e+01, 1.485089e-03, -9.352785e-03, -1.086613e-01, -8.307576e-02, -7.483038e-04, 5.998207e+03, 2.672643e+05
3.113000e+03, 2.190528e+01, 1.375188e+01, 1.940186e-03, 6.706795e-02, -7.677303e-02, 4.811137e-02, 1.866715e-01, 5.469657e+03, 1.995438e+05
3.114000e+03, 2.067896e+01, 1.627731e+01, 1.109401e-03, -1.442584e-02, 1.383264e-01, -2.217490e-02, -1.516289e-01, 7.235370e+03, 2.791510e+05
3.115000e+03, 2.368342e+01, 1.547079e+01, 1.501562e-03, 9.263248e-02, -9.254211e-02, 1.513695e-02, -4.566034e-02, 7.529581e+03, 3.247479e+05
3.116000e+03, 2.034431e+01, 1.504665e+01, 1.568230e-03, 2.248504e-02, 1.836217e-01, -1.165158e-01, 1.095248e-01, 6.105141e+03, 2.606059e+05
3.117000e+03, 1.630837e+01, 1.407639e+01, 1.977794e-03, -7.524260e-04, 8.821999e-02, 1.201501e-01, -4.292978e-02, 4.273087e+03, 1.954825e+05
3.118000e+03, 2.100283e+01, 1.720118e+01, 1.928238e-03, 2.998958e-01, -5.459926e-02, -7.566992e-02, -2.191237e-01, 8.289235e+03, 4.080030e+05
3.119000e+03, 2.346697e+01, 1.593822e+01, 1.960083e-03, 5.631555e-02, -1.347690e-01, -3.445510e-03, 6.922666e-02, 7.908460e+03, 3.530512e+05
3.120000e+03, 1.973427e+01, 1.411933e+01, 1.480383e-03, -1.254757e-01, 2.479242e-03, -6.234134e-02, 2.975349e-02, 5.204276e+03, 2.140080e+05
3.121000e+03, 1.677495e+01, 1.582393e+01, 1.793542e-03, 3.444277e-01, 1.610756e-01, -1.555008e-02, 5.927394e-02, 5.597552e+03, 3.323029e+05
3.122000e+03, 1.947446e+01, 1.384864e+01, 1.144054e-03, -2.522782e-02, -1.021127e-01, 1.678258e-01, -2.178631e-02, 4.915661e+03, 1.700775e+05
3.123000e+03, 1.926373e+01, 1.472097e+01, 1.560926e-03, 2.886577e-01, -5.878498e-02, 7.007022e-02, 3.973902e-02, 5.514946e+03, 2.233434e+05
3.124000e+03, 1.650324e+01, 1.509331e+01, 1.789760e-03, 1.122276e-01, 1.866170e-02, 4.521953e-02, 1.193813e-01, 4.974470e+03, 2.312782e+05
3.125000e+03, 1.976448e+01, 1.510922e+01, 1.174432e-03, -1.302026e-01, 4.755826e-02, -3.117402e-02, 4.862177e-02, 5.977197e+03, 2.499240e+05
3.126000e+03, 2.408989e+01, 1.729357e+01, 1.115575e-03, -1.504740e-01, -7.150018e-02, -3.422141e-02, -2.896978e-02, 9.587242e+03, 4.047103e+05
3.127000e+03, 1.694556e+01, 1.610160e+01, 1.708880e-03, -6.988379e-02, -3.075439e-02, -5.037986e-02, 1.853337e-01, 5.862435e+03, 3.654213e+05
3.128000e+03, 2.047826e+01, 1.705909e+01, 1.064508e-03, 1.751450e-01, -8.345915e-02, -3.575800e-02, -1.100035e-01, 7.948786e+03, 3.676120e+05
3.129000e+03, 2.204667e+01, 1.677143e+01, 1.075788e-03, -1.138345e-01, -1.066687e-01, -4.915348e-02, -1.071961e-01, 8.244338e+03, 3.383155e+05
3.130000e+03, 1.886885e+01, 1.449738e+01, 1.770034e-03, 1.169546e-01, 1.386016e-02, 7.369366e-02, 2.406152e-04, 5.258549e+03, 2.507993e+05
3.131000e+03, 1.935710e+01, 1.414323e+01, 1.582257e-03, 1.215064e-02, -7.204401e-02, 1.259063e-01, 2.789126e-02, 5.128061e+03, 2.220809e+05
3.132000e+03, 1.685250e+01, 1.641749e+01, 1.408109e-03, 7.910523e-02, -1.283952e-01, 1.389970e-02, -1.331290e-01, 6.003557e+03, 2.733736e+05
3.133000e+03, 1.711794e+01, 1.471249e+01, 1.022767e-03, -4.408721e-02, -3.853396e-02, -9.690654e-02, -2.002044e-01, 4.923170e+03, 2.580475e+05
3.134000e+03, 2.386670e+01, 1.498843e+01, 1.535944e-03, 9.540005e-02, 9.297497e-03, 7.967993e-02, 3.320063e-02, 7.116664e+03, 2.824629e+05
3.135000e+03, 2.256875e+01, 1.688675e+01, 1.255186e-03, 3.268645e-02, 1.213471e-01, -1.159223e-02, 1.008862e-01, 8.587341e+03, 3.886109e+05
3.136000e+03, 2.388401e+01, 1.640366e+01, 1.698926e-03, 1.459185e-01, -1.310000e-01, -1.937768e-02, 2.378033e-01, 8.533992e+03, 3.451921e+05
3.137000e+03, 1.630657e+01, 1.465737e+01, 1.016722e-03, -2.103997e-02, 4.558749e-02, 2.490438e-01, -8.527406e-02, 4.641494e+03, 2.263298e+05
3.138000e+03, 1.850429e+01, 1.576661e+01, 1.806374e-03, -2.100737e-01, -1.538262e-01, 1.326652e-01, -1.032011e-01, 6.109281e+03, 3.105009e+05
3.139000e+03, 2.270413e+01, 1.462923e+01, 1.186402e-03, 4.247720e-02, 2.639230e-01, -1.382285e-02, -8.206543e-02, 6.421512e+03, 2.304481e+05
3.140000e+03, 2.146344e+01, 1.637939e+01, 1.935165e-03, -1.200718e-01, -1.551779e-01, 2.389991e-01, 8.026012e-02, 7.648625e+03, 3.312960e+05
3.141000e+03, 1.786526e+01, 1.545603e+01, 1.091413e-03, 4.065910e-03, -1.509272e-01, 1.132045e-01, -2.745720e-02, 5.672277e+03, 2.665225e+05
3.142000e+03, 2.146774e+01, 1.600582e+01, 1.026520e-03, -1.227212e-01, -1.545114e-01, -1.326951e-01, 2.181730e-01, 7.338357e+03, 3.889132e+05
3.143000e+03, 1.848946e+01, 1.605293e+01, 1.460081e-03, 1.011673e-01, 7.270014e-02, -9.070852e-02, 7.151062e-02, 6.350928e+03, 3.588809e+05
3.144000e+03, 1.886148e+01, 1.599850e+01, 1.367064e-03, 1.361282e-01, -2.695453e-01, -8.611007e-02, 1.075908e-02, 6.436022e+03, 3.572881e+05
